,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
307,487698.6,Stenotrophomonas pavanii strain S18795,Stenotrophomonas pavanii,S18795,HP,2017-07-23T00:12:03.070Z,,,blood,,,"Stenotrophomonas maltophilia is a Gram-negative, nonfermentative, environmental bacillus that has emerged as an important cause of MDR nosocomial infections in immunocompromised patients. Similar to our Pseudomonas project, Stenotrophomonas can confer resistance to carbapenem and extended spectrum beta lactamases via to intrinsic (chromosomally encoded) bla genes, L1 and L2. From a recent paper by the Bonomo lab (attached), ""The L1 inducible metallo-β-lactamase (MBL) hydrolyzes carbapenems and other β-lactams, with the exception of the monobactam aztreonam (ATM), and is resistant to all clinically available β-lactamase inhibitors. The L2 β-lactamase is a chromosomally encoded, inducible cephalosporinase that confers resistance to extended-spectrum cephalosporins and ATM but can be inhibited by commercially available serine-β-lactamase inhibitors such as clavulanic acid."" They have noticed several S. maltophilia isolates that are PCR negative for L1 and L2; therefore, it is imperative to identify the mechanism of resistance to the β-lactam-diazabicyclooctane combination. The goal of this study is to identify the mechanism of β-lactam-diazabicyclooctane resistance in S. maltophilia.",NIXP00000000,487698
308,40324.223,Stenotrophomonas maltophilia strain 1038,Stenotrophomonas maltophilia,1038,HP,2017-07-22T23:35:51.411Z,,,rectal swab,,,"Stenotrophomonas maltophilia is a Gram-negative, nonfermentative, environmental bacillus that has emerged as an important cause of MDR nosocomial infections in immunocompromised patients. Similar to our Pseudomonas project, Stenotrophomonas can confer resistance to carbapenem and extended spectrum beta lactamases via to intrinsic (chromosomally encoded) bla genes, L1 and L2. From a recent paper by the Bonomo lab (attached), ""The L1 inducible metallo-β-lactamase (MBL) hydrolyzes carbapenems and other β-lactams, with the exception of the monobactam aztreonam (ATM), and is resistant to all clinically available β-lactamase inhibitors. The L2 β-lactamase is a chromosomally encoded, inducible cephalosporinase that confers resistance to extended-spectrum cephalosporins and ATM but can be inhibited by commercially available serine-β-lactamase inhibitors such as clavulanic acid."" They have noticed several S. maltophilia isolates that are PCR negative for L1 and L2; therefore, it is imperative to identify the mechanism of resistance to the β-lactam-diazabicyclooctane combination. The goal of this study is to identify the mechanism of β-lactam-diazabicyclooctane resistance in S. maltophilia.",NIVR00000000,40324
309,1806053.20,Corynebacterium diphtheriae bv. mitis strain 176,Corynebacterium diphtheriae,176,HP,2017-07-22T22:50:29.812Z,Diphtheria,,,,,Genome sequencing of a collection of pathogenic Corynebacterium,LSVL00000000,1806053
310,2014537.6,Corynebacterium diphtheriae bv. belfanti strain 1734,Corynebacterium belfantii,1734,HP,2017-07-22T22:29:38.032Z,Sore throat,,,,,Genome sequencing of a collection of pathogenic Corynebacterium,LSWA00000000,2014537
311,2008676.3,Pigmentiphaga sp. NML030171 strain NML030171,Pigmentiphaga sp. NML030171,NML030171,HP,2017-07-22T17:17:56.536Z,,,stool,,,"2 clinical strains of Pigmentiphaga-like species,",NINX00000000,2008676
312,1972757.3,Klebsiella sp. PO552 strain PO552,Klebsiella sp. PO552,PO552,HP,2017-07-22T15:07:08.184Z,Sepsis,,blood,,,Klebsiella pneumoniae strains causing bloodstream infections in infants in Nigeria will be sequenced,NFVM00000000,1972757
313,1945581.3,Chryseobacterium sp. VT16-26 strain VT16-26,Chryseobacterium mucoviscidosis,VT16-26,HP,2017-07-22T13:12:32.017Z,Cystic fibrosis,,Sputum,,,Previously unknown bacterial species isolated from lungs of cystic fibrosis patient,MVAG00000000,1945581
314,1891207.3,Thaumasiovibrio subtropicus strain C4V358,Thaumasiovibrio subtropicus,C4V358,HP,2017-07-21T23:10:57.767Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new taxa in Vibrionaceae.",BDGQ00000000,1891207
315,1891184.3,Thaumasiovibrio occultus strain C4II189,Thaumasiovibrio occultus,C4II189,HP,2017-07-21T22:55:10.069Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new taxa in Vibrionaceae.",BDGP00000000,1891184
316,1891186.3,Vibrio sp. CA-1004 strain CA1004,Vibrio aphrogenes,CA-1004,HP,2017-07-21T22:36:48.091Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new taxa in Vibrionaceae.",BDGR00000000,1891186
317,1285.5,Staphylococcus intermedius strain NW1,Staphylococcus intermedius,NW1,HP,2017-05-31T02:06:06.384Z,,,wound,"isolated from a human wound infection in Cornwall, UK and carries an array of virulence genes but no known mobilizable antibiotic resistance genes",,"We here describe a novel species in the Staphylococcus intermedius group (SIG) which is phenotypically similar to S. pseudintermedius but is genomically distinct from other SIG members, with an Average Nucleotide Identity of 90.2% with closest relative S. intermedius. The type strain (culture collection accession numbers to be added in revision) was isolated from a human wound infection in Cornwall, UK and carries an array of virulence genes but no known mobilizable antibiotic resistance genes. This is the eighth coagulase positive pathogenic Staphylococcus species described. Further studies are required to assess the prevalence of this species in humans as well as companion animals and its potential importance as an emerging zoonosis.",FXUZ00000000,1285
318,1352.1784,Enterococcus faecium strain VREN2167,Enterococcus faecium,VREN2167,HP,2017-05-30T23:50:07.129Z,,,human,,,"The study is to investigate the hypothesis that WGS will determine the origin of VREfm in a cohort of hospitalised patients. Specifically to determine whether VREfm is solely acquired through nosocomial transmission, or if a proportion can be attributed to gut flora already present at initial presentation.",FXEX00000000,1352
319,243061.5,Mycobacterium sherrisii strain ATCC BAA-832,Mycobacterium sherrisii,ATCC BAA-832,HP,2017-05-29T01:05:01.898Z,,,clinical specimen,,,Sequencing of previously unsequenced genomes of Nontubercular Mycobacteria,LQPT00000000,243061
320,28035.25,Staphylococcus lugdunensis strain C_33,Staphylococcus lugdunensis,C_33,HP,2017-05-28T21:16:06.987Z,Skin,,Cutaneous swab,,,S. lugdunensis virulence study,"CP020768,CP020767,CP020766",28035
321,472695.7,Pantoea septica strain LMG 5345,Pantoea septica,LMG 5345,HP,2017-05-28T20:43:00.651Z,,,human fecal,isolated from human fecal,,"Pantoea septica LMG 5345T is a human pathogen, isolated from human fecal. The goal of this project is to obtain genome sequence data for every described species in the phenotypically diverse genus, Pantoea. With genome sequence data representative of the genus, the evolution and cohesiveness of this bacterial genus can be investigated and can be applied to other bacterial genera.",MLJJ00000000,472695
322,472705.4,Pantoea conspicua strain LMG 24534,Pantoea conspicua,LMG 24534,HP,2017-05-28T20:38:15.460Z,,,blood,isolated from blood,,"Pantoea conspicua LMG 24534T is a human pathogen, isolated from blood.The goal of this project is to obtain genome sequence data for every described species in the phenotypically diverse genus, Pantoea. With genome sequence data representative of the genus, the evolution and cohesiveness of this bacterial genus can be investigated and can be applied to other bacterial genera.",MLFN00000000,472705
323,472693.6,Pantoea eucrina strain LMG 5346,Pantoea eucrina,LMG 5346,HP,2017-05-28T20:25:32.791Z,,,human trachea,isolated from human trachea,,"Pantoea eucrina LMG 5346T is a human pathogen, isolated from human trachea. The goal of this project is to obtain genome sequence data for every described species in the phenotypically diverse genus, Pantoea. With genome sequence data representative of the genus, the evolution and cohesiveness of this bacterial genus can be investigated and can be applied to other bacterial genera.",MIPP00000000,472693
324,472694.3,Pantoea brenneri strain LMG 5343,Pantoea brenneri,LMG 5343,HP,2017-05-28T20:19:04.903Z,,,the urethra,isolated from the urethra,,"Pantoea brenneri LMG 5343T is a human pathogen, isolated from the urethra. The goal of this project is to obtain genome sequence data for every described species in the phenotypically diverse genus, Pantoea. With genome sequence data representative of the genus, the evolution and cohesiveness of this bacterial genus can be investigated and can be applied to other bacterial genera.",MIEI00000000,472694
325,61648.10,Kluyvera intermedia strain FOSA7093,Kluyvera intermedia,FOSA7093,HP,2017-05-28T19:10:04.354Z,pancreatitis,,intraabdominal pancreas cyst,,,Pathogen: clinical or host-associated sample from Kluyvera intermedia,MWPR00000000,61648
326,1784.19,Mycobacterium simiae strain MsiGto,Mycobacterium simiae,MsiGto,HP,2017-05-28T18:27:37.252Z,tuberculosis,,Respiratory System,,,Genome sequencing of a clinical isolate of Mycobacterium simiae in order to increase our understanding of this opportunistic bacterium.,MZZM00000000,1784
327,1561.41,Clostridium baratii strain 694-15,Clostridium baratii,694-15,HP,2017-05-27T10:55:00.696Z,,,stool from botulism patient,,,,MJHM00000000,1561
328,1392.338,Bacillus anthracis strain Ba-9108/08-Geo,Bacillus anthracis,Ba-9108/08-Geo,HP,2017-03-20T09:05:14.111Z,,,Patient ulcer,,,Draft Whole Genome Sequences of ten B. anthracis strains from the country of Georgia,MVKF00000000,1392
329,90239.3,Moraxella canis strain CCUG 8415A,Moraxella canis,CCUG 8415A,HP,2017-03-20T08:45:44.126Z,,,Wound,,,Identification of protein biomarkers for proteotyping pathogenic bacteria and their metabolic functions.,MUXT00000000,90239
